stratum,area,prop,se,pa,ua,seUa,sePa,oa,ciArea,f1,takeType,country,area_mapped
crop/built stable,223445.3476503129,0.41088795413858875,15706.393452107934,0.6955575017795902,0.8846153846153846,0.04473692292598459,0.04366336495868263,0.8347820064854836,30783.965493147272,0.7787766417921812,separate,FRA,176267.52845914103
cropland loss,405.56105544039417,7.457758870369435e-4,54.11949859365487,0.3157790994011764,0.6136363636363636,0.07425392901036847,0.04810021919730047,0.8347820064854836,106.07226810492962,0.4169793724662337,separate,FRA,208.70292640455418
nature loss,518.5013076898075,9.534588380343464e-4,67.87362419457655,0.6045186339472711,0.369047619047619,0.05296639920604616,0.06847320788188398,0.8347820064854836,133.02985892157645,0.45830709896089733,separate,FRA,849.3313221567533
nature stable,319441.48879656877,0.5874128111363399,15706.412207061048,0.9332004905729413,0.8165137614678899,0.037245312755239776,0.02313845028760141,0.8347820064854836,30784.00225217991,0.8709662642030204,separate,FRA,366485.3361023095
crop/built stable,15044.483204068765,0.26927357530505536,1622.7035159907882,0.5902265781596412,0.8571428571428572,0.05464943254828613,0.06162233976186776,0.8604172521444933,3180.44044892846,0.6990730676299967,merged,HRV,10406.006813565655
land take,86.07919539855847,0.0015406878647771438,9.759017637520186,0.7135489513948723,0.6463414634146342,0.05312275280193132,0.07124138629645901,0.8604172521444933,19.127323094030725,0.6782844682777529,merged,HRV,95.0298303455013
nature stable,40740.0635504616,0.7291857368301675,1622.715309765824,0.9605035310175907,0.8653846153846154,0.033630499743714876,0.013431781029907733,0.8604172521444933,3180.4635643027723,0.9104664821917575,merged,HRV,45369.58930601776
crop/built stable,15041.535640281005,0.26922081835562717,1622.7045636262153,0.5903422399198474,0.8571428571428572,0.05464943254828613,0.061644690536076144,0.860029273048795,3180.4425022561654,0.6991541885216273,separate,HRV,10406.006813565655
cropland loss,20.642683090354993,3.694729160338189e-4,4.7926152563771,0.35223143933369166,0.5641025641025641,0.08044135838502688,0.08621594944168025,0.860029273048795,9.393353294256311,0.43367299988992347,separate,HRV,12.889503504017041
nature loss,59.44505911870174,0.0010639769665723132,10.430679957554752,0.5462873312974185,0.3953488372093023,0.07544284088704806,0.09045601297813413,0.860029273048795,20.44375705107109,0.45872082749987486,separate,HRV,82.14032684148425
nature stable,40749.00256743886,0.7293457317617666,1622.7209200995715,0.960292827519848,0.8653846153846154,0.033630499743714876,0.013427166259218385,0.860029273048795,3180.474560354858,0.9103718101241342,separate,HRV,45369.58930601776
crop/built stable,50960.29041161605,0.556642532283067,2658.6035139671653,0.8093751919162075,0.9374999999999999,0.030496877279641687,0.036797272296671665,0.8615681087421361,5210.767136547273,0.8687389298706595,merged,HUN,44074.01787828452
land take,155.44945363697894,0.0016979843877574,15.303611888171107,0.7561669993096644,0.6129032258064516,0.050782235596722784,0.05941926166915246,0.8615681087421361,29.994528134194375,0.6770393287692319,merged,HUN,191.7851659963703
nature stable,40433.661152672474,0.4416594833291755,2658.6067220021214,0.9277543176448582,0.7971014492753623,0.04876877147472661,0.031061456358481718,0.8615681087421361,5210.773424180249,0.8574795937710378,merged,HUN,47283.59797364462
crop/built stable,50953.71353814745,0.5565706926708416,2658.60286681119,0.8094796623827589,0.9374999999999999,0.030496877279641687,0.036806296927643686,0.8613844872395898,5210.765868144868,0.8687991049063124,separate,HUN,44074.01787828452
cropland loss,54.671549159722304,5.971808504680171e-4,10.75345709153096,0.2674853408349993,0.425,0.07915823166939519,0.06262813084745074,0.8613844872395898,21.076388608697517,0.3283283071892836,separate,HUN,34.40903049638998
nature loss,108.19389628496008,0.001181808893143665,14.581035193907088,0.795899522290187,0.5471698113207547,0.06902828418342012,0.07442304115102433,0.8613844872395898,28.57830383736889,0.6485029187152197,separate,HUN,157.3761354999803
nature stable,40432.82203433338,0.44165031758554674,2658.6097577908836,0.927773571696961,0.7971014492753623,0.04876877147472661,0.031062726931807644,0.8613844872395898,5210.779374216887,0.8574878175024521,separate,HUN,47283.59797364462
crop/built stable,22784.953474286085,0.3339886910435621,2632.2752250520994,0.1992154197339749,0.9047619047619047,0.04584379641345078,0.024309939895659747,0.7219437328282792,5159.164638499179,0.326533015881933,merged,IRL,5078.321169744889
land take,170.25770164518465,0.002495688524303307,18.426032220832194,0.7758811764939725,0.5882352941176471,0.05369828995148687,0.06544360784482413,0.7219437328282792,36.11435953080568,0.6691520876522291,merged,IRL,224.56956796136353
nature stable,45265.52229589231,0.6635156204321344,2632.274767076663,0.9848625377977434,0.711864406779661,0.04187011593049813,0.005105420269200349,0.7219437328282792,5159.163740883818,0.8264011937448413,merged,IRL,62917.84273411734
crop/built stable,22773.089906568654,0.3338147913049682,2632.28575087119,0.1993192003641866,0.9047619047619047,0.04584379641345078,0.024333613189852343,0.7212833475194397,5159.185268725505,0.32667241299546723,separate,IRL,5078.321169744889
cropland loss,70.18871383709914,0.001028847247238823,17.36557085385089,0.10057124398149819,0.55,0.07966275068156915,0.028083020058222104,0.7212833475194397,34.03589344452621,0.17004804531876022,separate,IRL,12.834484116469918
nature loss,93.62139665730558,0.0013723305495677927,17.015693075418497,0.8543859876958327,0.37777777777777777,0.07309112127323451,0.06889078865349509,0.7212833475194397,33.35014559980784,0.5239044497825175,separate,IRL,211.7350838448936
nature stable,45283.833454760526,0.663784030898225,2632.2953896235695,0.9844642946938112,0.711864406779661,0.04187011593049813,0.005110388600444265,0.7212833475194397,5159.2041603330235,0.8262609605428841,separate,IRL,62917.84273411734
crop/built stable,105912.1446066079,0.35642583455731364,8403.2014180433,0.6330420590434577,0.875,0.04824031156174748,0.04688900631007123,0.8336942337402901,16469.972134200772,0.734610547950325,merged,ITA,77049.04758604789
land take,478.8557203988887,0.0016114917737683973,57.13780116486559,0.6240960610623413,0.48979591836734687,0.05075673503814357,0.06713700457270096,0.8336942337402901,111.98803243894729,0.5488498149236715,merged,ITA,610.1561032078207
nature stable,190759.5828739904,0.6419626736689179,8403.1809276238,0.9456250164795122,0.8264462809917356,0.03457272836917667,0.01845343425105875,0.8336942337402901,16469.931973716528,0.8820280303591134,merged,ITA,219491.37951174148
crop/built stable,105917.88660483266,0.3564451580873667,8403.213924820488,0.6330077407002982,0.875,0.04824031156174748,0.04688451942893951,0.8331696484708254,16469.996647033626,0.7345874403211562,separate,ITA,77049.04758604789
cropland loss,266.6780227028243,8.974507801064593e-4,46.32557604090759,0.24294727361043955,0.5238095238095238,0.07799829681942307,0.049537192408301955,0.8331696484708254,90.7964606032505,0.3319386176396827,separate,ITA,123.68751540881411
nature loss,175.26485196538476,5.898183004636169e-4,41.6891946796039,0.44608174847285337,0.16071428571428573,0.049522300593062965,0.11530871768332382,0.8331696484708254,81.70932011650248,0.23629590681828416,separate,ITA,486.4685877990066
nature stable,190790.75372149632,0.6420675728320632,8403.199843088214,0.9454705229696775,0.8264462809917356,0.03457272836917667,0.018448370921118454,0.8331696484708254,16469.96904734553,0.8819608186441888,separate,ITA,219491.37951174148
crop/built stable,31443.4513549372,0.49359911621534275,2208.9486197006026,0.6248846351166817,0.951219512195122,0.034059122057973006,0.04245102042588782,0.7971919337239909,4329.459738312645,0.7542679953069434,merged,LTU,20695.018230641454
land take,86.94770600288241,0.0013649045823729336,9.170092621458828,0.7801743065497335,0.6025641025641025,0.0557686087823817,0.062039044488407837,0.7971919337239909,17.97305127295579,0.6799623526347117,merged,LTU,112.5761822654752
nature stable,32172.007045515234,0.5050359792022843,2208.951605684369,0.9656432149212405,0.7261904761904762,0.04894524460708411,0.021237037496457292,0.7971919337239909,4329.465590733284,0.8289714405828711,merged,LTU,42894.81169354839
crop/built stable,31444.583346638086,0.4936168862144696,2208.95275947234,0.6248621395341145,0.951219512195122,0.034059122057973006,0.042448208365608246,0.7969169436982381,4329.467852116154,0.7542516073386185,separate,LTU,20695.018230641454
cropland loss,20.272575991342446,3.1823877982668715e-4,6.098019795891469,0.3224625441037007,0.5384615384615384,0.08087038200582258,0.10119915918667617,0.7969169436982381,11.951899176959568,0.40336582774391777,separate,LTU,12.140414798021505
nature loss,56.48720470352857,8.867358104045681e-4,9.538958514030808,0.7750373512237082,0.43589743589743585,0.08044135838502688,0.0766608284324066,0.7969169436982381,18.696015137522092,0.5579768584009752,separate,LTU,100.43576746745369
nature stable,32181.062979122355,0.5051781391952991,2208.958411505652,0.9653714774448194,0.7261904761904762,0.04894524460708411,0.02122765975660959,0.7969169436982381,4329.478929897884,0.8288712942493899,separate,LTU,42894.81169354839
crop/built stable,17939.489200309283,0.2829198617185323,1944.5886458548023,0.5195841941512694,0.9500000000000001,0.034899122022605616,0.05619459307804313,0.8551665708996706,3811.3237106209253,0.6717614225958359,merged,LVA,9834.686480809616
land take,35.837174539168885,5.651804436455062e-4,4.862617308093721,0.6646766150869202,0.5,0.05555555555555555,0.0796079236293774,0.8551665708996706,9.530554794464798,0.5706962829654781,merged,LVA,47.64026373394787
nature stable,45433.05044019712,0.7165149578378222,1944.590204178048,0.9878233700115802,0.8396226415094339,0.0358112061969108,0.0074639557214403445,0.8551665708996706,3811.3267648783635,0.9077136747624639,merged,LVA,53526.05007050201
crop/built stable,17933.663349759674,0.28282798347085847,1944.588280817179,0.5197529839742983,0.9500000000000001,0.034899122022605616,0.056230086834817984,0.8550233489840195,3811.3229951603307,0.6719024763473015,separate,LVA,9834.686480809616
cropland loss,11.637662948314603,1.8353510266096596e-4,3.5760031800491068,0.0941616888541573,0.4358974358974359,0.08044135838502688,0.032897659312666,0.8550233489840195,7.00883744149695,0.15486890731495123,separate,LVA,2.513944582565966
nature loss,21.737038678132816,3.428102053698217e-4,4.589852720067305,0.6276310621555881,0.3023255813953488,0.0708662093279121,0.10971958053627344,0.8550233489840195,8.995946025675119,0.4080812306333619,separate,LVA,45.1263191513819
nature stable,45441.338763659456,0.7166456712211108,1944.5918307322904,0.9876431948706828,0.8396226415094339,0.0358112061969108,0.007461965460058048,0.8550233489840195,3811.3299528660973,0.9076375989045035,separate,LVA,53526.05007050201
crop/built stable,21765.923105099908,0.6416560043711177,1273.1173705724518,0.5470016960083083,0.9347826086956521,0.03680702927304435,0.03130595283810701,0.6797704248829496,2495.2641944143384,0.6901512868402916,merged,NLD,12854.470255983932
land take,192.37500987727648,0.005671185163278694,16.103568614975917,0.7376206207986965,0.7058823529411765,0.04971495616050097,0.05029843515548975,0.6797704248829496,31.562414507922348,0.7214025725743234,merged,NLD,201.02468013342872
nature stable,11963.184668360167,0.3526728104656035,1273.0988944144788,0.9204007496032651,0.5324675324675324,0.05723288750630019,0.036940002966055915,0.6797704248829496,2495.2279818101388,0.6746427354364066,merged,NLD,20865.987847219993
crop/built stable,21767.3094360729,0.6416968731910878,1273.12815171671,0.5469668581981655,0.9347826086956521,0.03680702927304435,0.03130266967426216,0.6778126749135681,2495.2853250687967,0.6901235573222385,separate,NLD,12854.470255983932
cropland loss,85.78162328534843,0.0025288288201683624,14.111788544988574,0.2509935692589247,0.55,0.07966275068156915,0.04861169505257606,0.6778126749135681,27.65859730562249,0.34468806839517696,separate,NLD,39.146610554934696
nature loss,94.11640783501353,0.00277453696337958,15.561351991113781,0.5733257119285263,0.3333333333333333,0.07106690545187015,0.08243110260863304,0.6778126749135681,30.499689453333666,0.42156656714905755,separate,NLD,161.878069578494
nature stable,11974.275316144092,0.3529997610253642,1273.118431017827,0.919548268742052,0.5324675324675324,0.05723288750630019,0.03689520605176005,0.6778126749135681,2495.2662728490814,0.6744135941688675,separate,NLD,20865.987847219993
crop/built stable,158394.27321110896,0.5155314597241374,9599.083337145978,0.6697305713788406,0.9298245614035088,0.034134933513474276,0.03797534108442831,0.7993573348307578,18813.857625404664,0.7786314107318569,merged,POL,114788.81685523146
land take,1041.4859085159312,0.00338976113097049,99.71120039747024,0.7079651405192867,0.5454545454545454,0.05029848501568074,0.053117223976542206,0.7993573348307578,195.43036163429755,0.6161747868505599,merged,POL,1351.782148880787
nature stable,147808.8720729434,0.4810787791448921,9599.143602228363,0.9389113438622247,0.7311827956989247,0.0462218792269406,0.025012131115282957,0.7993573348307578,18813.97574279567,0.8221282921201217,merged,POL,191104.03218845604
crop/built stable,158381.90806502043,0.5154912144445355,9599.082347059251,0.6697828583884885,0.9298245614035088,0.034134933513474276,0.03798085600795989,0.7987068331206554,18813.855684870337,0.7786667463916204,separate,POL,114788.81685523146
cropland loss,477.429072704428,0.0015539053387240316,73.1425943920204,0.43260168241356023,0.55,0.07966275068156915,0.07015411858237441,0.7987068331206554,143.3568507441813,0.48428764083332204,separate,POL,375.52112742742094
nature loss,548.4377039101934,0.0017850196495913877,87.38758976466195,0.6034157336671877,0.3389830508474576,0.06215574738115918,0.08192942229113373,0.7987068331206554,171.27652863449845,0.43410010642831315,separate,POL,976.261021453366
nature stable,147836.85635093323,0.4811698605671491,9599.169944503552,0.9387336158131915,0.7311827956989247,0.0462218792269406,0.025004701415965447,0.7987068331206554,18814.027372706307,0.8220601521070441,separate,POL,191104.03218845604
crop/built stable,27575.062888232387,0.30406689937439385,3231.611296172274,0.28382255090801395,0.7906976744186046,0.06277223796575145,0.03641254642308977,0.7564110942558238,6333.841752530457,0.417707969865913,merged,PRT,9982.713054175341
land take,150.50041376230578,0.0016595499474562074,19.005878029920027,0.5576756546755074,0.5,0.05360562674188974,0.06743475293317466,0.7564110942558238,37.25083643320432,0.5272652842204268,merged,PRT,167.86083354765725
nature stable,62961.92338257056,0.6942735506781499,3231.618485394568,0.963862961467616,0.7563025210084033,0.039521397092913316,0.009690385788085905,0.7564110942558238,6333.85584314723,0.8475603017161996,merged,PRT,80536.91279684225
crop/built stable,27555.992609118694,0.30385661370201633,3231.610053423346,0.28401897189496056,0.7906976744186046,0.06277223796575145,0.036456038427810304,0.7562184277274926,6333.839316787317,0.4179206516218521,separate,PRT,9982.713054175341
cropland loss,52.89448000881989,5.832610643715455e-4,14.150433800005342,0.06569746677279142,0.2564102564102564,0.07083413480167725,0.024392812843612065,0.7562184277274926,27.73434061362872,0.10459546970342441,separate,PRT,13.552630037089749
nature loss,104.61004294382437,0.0011535223520714097,17.209385883054882,0.6020735527488194,0.40816326530612246,0.07094099868916398,0.08703359548081031,0.7562184277274926,33.7297765268396,0.4865083173617836,separate,PRT,154.3082035105675
nature stable,62973.98955249392,0.6944066028815408,3231.6263427187414,0.9636782799132385,0.7563025210084033,0.039521397092913316,0.00968910337374642,0.7562184277274926,6333.871243219624,0.8474888930723917,separate,PRT,80536.91279684225
crop/built stable,114382.13952708752,0.48621831718979397,8087.832371951883,0.6008141407960818,0.8837209302325582,0.049463369732286364,0.03970866706262964,0.7641908012875133,15851.860162022844,0.7153108629940145,merged,ROU,78024.47871598334
land take,434.8799884081189,0.0018485981903952648,49.312168584659865,0.670123793148631,0.532608695652174,0.05230265609710171,0.06557882942463086,0.7641908012875133,96.6500744255008,0.5935048112822555,merged,ROU,547.1623534791078
nature stable,120431.50050774068,0.5119330846198107,8087.877219865783,0.919700611895626,0.71,0.045604802157206865,0.02975848275358705,0.7641908012875133,15851.94806231887,0.8013587645234498,merged,ROU,156676.8789537739
crop/built stable,114366.91450236998,0.48615359829287574,8087.833135687592,0.6008941238067633,0.8837209302325582,0.049463369732286364,0.039717731026354224,0.763666327766974,15851.861658917329,0.7153675461083209,separate,ROU,78024.47871598334
cropland loss,192.1257254830103,8.166926000811115e-4,35.588842453220536,0.23020459961246445,0.375,0.07752170911825529,0.05513978162057808,0.763666327766974,69.75284945978234,0.28528112611818374,separate,ROU,117.94193522685508
nature loss,239.0633478420672,0.001016216160758223,44.55814656769136,0.517911186745134,0.28846153846153844,0.06343925290864232,0.09409362891674042,0.763666327766974,87.33236249053208,0.3705419418213881,separate,ROU,429.22041825225267
nature stable,120450.41644754127,0.5120134929462848,8087.890596222304,0.919556179008449,0.71,0.045604802157206865,0.029750828691307497,0.763666327766974,15851.974279495898,0.8013039323299251,separate,ROU,156676.8789537739
crop/built stable,37536.18227108495,0.09152962588357968,6810.746507933949,0.4769279230653848,0.8571428571428572,0.05464943254828613,0.08678228383288634,0.9440266217836244,13348.817863382477,0.6128540834447505,merged,SWE,20975.377329280323
land take,225.11681283400455,5.489332268794074e-4,19.61030702477291,0.8703946531880178,0.6597938144329897,0.04835480164766422,0.052293253566722556,0.9440266217836244,38.43549549432772,0.7506016682792536,merged,SWE,296.9722751975655
nature stable,372337.4193226085,0.907921440889541,6810.755771163471,0.9911604224091306,0.95,0.01728415859580038,0.0030435519299503947,0.9440266217836244,13348.836018978722,0.9701438278038581,merged,SWE,388826.36880204955
crop/built stable,37537.14091532317,0.09153196347742037,6810.749788760458,0.47691574301665585,0.8571428571428572,0.05464943254828613,0.08677803519678283,0.943926517259035,13348.824293684274,0.6128440272965922,separate,SWE,20975.377329280323
cropland loss,28.83624614458687,7.031537737214224e-5,8.482064895045346,0.49562081500837035,0.5609756097560976,0.07846686801046543,0.14592914787672032,0.943926517259035,16.624541708820388,0.5262769821866702,separate,SWE,25.476765063236822
nature loss,175.36469240090253,4.2761580207394107e-4,22.71014806587357,0.8017343015393809,0.5178571428571429,0.06737697508644648,0.0649128321405587,0.943926517259035,44.51107229268416,0.6292611800247355,separate,SWE,271.4955101343287
nature stable,372357.3765526588,0.9079701053431336,6810.765158342281,0.9911072992059597,0.95,0.01728415859580038,0.003043425292660486,0.943926517259035,13348.854417511106,0.9701183799894197,separate,SWE,388826.36880204955
crop/built stable,3107.5551410546414,0.1539625434775017,444.5679127678421,0.6097737459446702,0.878048780487805,0.05173952057462541,0.08559439235070644,0.9243218387415778,871.3370977071147,0.7197244086416887,merged,SVN,2176.013950054306
land take,26.0387323363751,0.0012900783019018647,3.5317796252803197,0.6646447630758844,0.5555555555555556,0.05555555555555555,0.08168407443620905,0.9243218387415778,6.922160866881793,0.6052237242682513,merged,SVN,31.151712752111518
nature stable,17050.24481143003,0.8447473782205964,444.56913684711776,0.9820475321631356,0.9345794392523364,0.024016643399534892,0.006453938873478844,0.9243218387415778,871.3394968584092,0.9577256770526893,merged,SVN,17976.673022014627
crop/built stable,3106.3694813671755,0.1539038004551272,444.5687047602083,0.6100064884285822,0.878048780487805,0.05173952057462541,0.08565765742574359,0.9240627568383253,871.3386499836284,0.7198865048129618,separate,SVN,2176.013950054306
cropland loss,5.159349056916841,2.55617830556526e-4,1.4259503133525475,0.3214061316433645,0.5263157894736842,0.08208556498579521,0.09374666153228195,0.9240627568383253,2.794811257914597,0.3990957829535788,separate,SVN,3.1506682021448174
nature loss,18.669425873826018,9.249690391088034e-4,3.682601516652325,0.5580778643828015,0.37209302325581395,0.07458453262672309,0.1032697434815526,0.9240627568383253,7.217766342051135,0.44649189203827755,separate,SVN,28.0010445499667
nature stable,17053.64042852313,0.8449156126752075,444.5716586802179,0.9818519928353054,0.9345794392523364,0.024016643399534892,0.006452299606402499,0.9240627568383253,871.3444395604606,0.9576326807510267,separate,SVN,17976.673022014627
crop/built stable,15595.6305113607,0.32042652575006375,1339.7490365246472,0.7895838185825357,0.8571428571428572,0.05464943254828613,0.055973638191007015,0.8885815951542305,2625.8598599105453,0.8219774904848416,merged,SVK,14402.222480500945
land take,81.41180645004951,0.0016726801957011727,6.831078337408745,0.8278630779481693,0.6941176470588235,0.05027523520585577,0.04967492734285566,0.8885815951542305,13.38866751689289,0.75511386223320065,merged,SVK,97.09856672660986
nature stable,32994.42916805951,0.6779007940542351,1339.7480967191566,0.9355251546605882,0.9058823529411765,0.03185897413582729,0.02236322039284448,0.8885815951542305,2625.8580179256314,0.9204651603091786,merged,SVK,34172.150438642704
crop/built stable,15594.500959100345,0.32040331806338673,1339.7496446649482,0.7896410102932135,0.8571428571428572,0.05464943254828613,0.055981094444682966,0.8881621570993656,2625.861051843633,0.8220084797571927,separate,SVK,14402.222480500945
cropland loss,38.100287919117,7.828053427597282e-4,5.995340379979759,0.36546872037193684,0.5641025641025641,0.08044135838502688,0.0635458978458151,0.8881621570993656,11.750651219819009,0.443563276328267,separate,SVK,24.684276154203644
nature loss,43.377962781541605,8.912400109812705e-4,6.633033324282623,0.7621081247291498,0.45652173913043476,0.07425326641999709,0.07433614552725422,0.8881621570993656,13.000506423847929,0.571000164733981,separate,SVK,72.41429057240622
nature stable,32995.49227606925,0.6779226365828722,1339.74948863606,0.9354950122315281,0.9058823529411765,0.03185897413582729,0.022361946952309936,0.8881621570993656,2625.860746032631,0.9204505701801633,separate,SVK,34172.150438642704
crop/built stable,243447.64372660624,0.31776866665225934,18538.173551646374,0.6233950181246852,0.8771929824561404,0.04385964912280701,0.0448741340612935,0.8489055653738512,36334.15250037986,0.728831278119551,merged,TUR,173895.02786511823
land take,1859.7988981861597,0.0024275684375965416,144.53749228561782,0.7021320184430281,0.5240963855421686,0.03887971849597267,0.0433682372938433,0.8489055653738512,283.2882792955468,0.6001897392744797,merged,TUR,2491.5729058705783
nature stable,520808.50672718044,0.6798037649101442,18538.217783721455,0.954842737926744,0.8471337579617835,0.02881174018224234,0.013992326771564171,0.8489055653738512,36334.239193653986,0.8977692202844796,merged,TUR,589729.3485809839
crop/built stable,243418.15731681368,0.3177301784706499,18538.159992088964,0.6234705329555001,0.8771929824561404,0.04385964912280701,0.04488398194479287,0.8483885389578397,36334.1259241357,0.7288828850173461,separate,TUR,173895.02786511823
cropland loss,752.9847607651582,9.828600506255982e-4,104.66726173499306,0.30158402723924943,0.3958333333333333,0.07133220238382322,0.05412481271610879,0.8483885389578397,205.1440633610137,0.34234023278168424,separate,TUR,573.6964461507516
nature loss,1098.8854542957536,0.0014343591922675117,124.24773428598083,0.6212057785176958,0.3559322033898305,0.0442645958331551,0.05904728863070184,0.8483885389578397,243.52108436122478,0.4525607347176552,separate,TUR,1917.8764597198265
nature stable,520845.92182009824,0.679852602286457,18538.22646197449,0.9547741465674481,0.8471337579617835,0.02881174018224234,0.013990599872308695,0.8483885389578397,36334.25620271738,0.897738900809973,separate,TUR,589729.3485809839
